Forest height: 1000
223.112 514.636 0
257.07 537.297 0
259.916 523.91 0
238.995 509.916 0
218.5 584.654 0
194.849 531.526 0
242.017 574.651 0
219.847 573.025 0
216.451 571.983 0
234.363 577.113 0
196.871 528.664 0
219.775 577.733 0
224.797 586.135 0
212.234 517.606 0
237.206 576.436 0
255.287 561.454 0
201.264 520.598 0
235.725 510.03 0
233.988 516.303 0
236.503 539.031 0
254.969 526.312 0
246.484 578.373 0
256.26 531.051 0
245.895 570.221 0
251.348 532.606 0
247.202 525.546 0
194.801 558.943 0
240.746 581.333 0
259.223 538.728 0
216.68 581.129 0
208.251 514.175 0
247.891 520.448 0
200.331 570.731 0
257.412 543.678 0
193.738 527.754 0
199.788 517.113 0
214.167 579.522 0
198.383 548.274 0
257.556 534.101 0
238.234 506.598 0
223.112 508.897 0
195.875 570.406 0
219.058 516.913 0
212.585 574.979 0
230.179 511.489 0
245.726 516.776 0
205.417 515.819 0
239.193 520.549 0
234.443 512.006 0
234.023 503.705 0
205.622 529.303 0
207.908 579.818 0
216.089 577.682 0
244.322 580.478 0
213.084 514.914 0
219.646 570.081 0
194.797 536.039 0
253.751 562.264 0
223.346 562.891 0
226.27 578.468 0
234.329 508.038 0
216.308 516.126 0
238.434 516.903 0
218.301 510.51 0
196.011 552.777 0
221.512 508.276 0
207.156 544.728 0
221.473 503.063 0
241.698 572.49 0
246.128 565.915 0
196.414 519.504 0
201.037 568.718 0
235.473 587.001 0
249.243 526.132 0
190.342 534.05 0
203.59 512.426 0
248.779 569.676 0
215.534 582.263 0
254.341 555.818 0
195.364 539.289 0
195.188 567.121 0
201.101 574.216 0
240.127 502.45 0
216.517 586.337 0
247.882 574.548 0
250.977 522.886 0
216.264 514.014 0
246.459 514.073 0
257.317 545.406 0
219.169 586.518 0
249.254 570.672 0
209.551 510.213 0
193.757 550.07 0
199.281 524.394 0
231.037 585.805 0
238.181 581.805 0
214.509 508.107 0
191.938 569.61 0
192.925 554.721 0
262.318 532.543 0
250.331 575.86 0
225.966 587.643 0
223.551 506.017 0
198.367 577.653 0
222.144 500.937 0
229.204 593.127 0
215.347 592.288 0
205.776 579.107 0
219.859 590.509 0
201.687 512.797 0
253.813 576.923 0
259.943 520.135 0
257.55 520.454 0
206.297 508.324 0
214.064 588.515 0
192.332 562.54 0
219.105 496.659 0
243.949 506.499 0
191.257 537.819 0
211.393 519.883 0
263.124 539.01 0
191.618 541.875 0
239.794 586.733 0
252.527 513.866 0
256.652 548.757 0
197.695 526.257 0
251.846 568.053 0
221.533 584.824 0
248.289 531.229 0
248.193 517.4 0
256.883 565.812 0
248.506 561.881 0
258.984 554.725 0
252.304 565.697 0
214.641 502.699 0
201.667 567.342 0
212.15 510.19 0
251.515 568.58 0
262.52 568.131 0
194.452 561.375 0
262.094 535.61 0
212.319 504.506 0
190.096 572.833 0
265.933 540.375 0
221.513 499.398 0
222.485 494.962 0
264.448 521.866 0
225.491 589.669 0
226.898 498.475 0
192.885 548.92 0
186.987 554.809 0
209.828 582.223 0
265.05 517.474 0
216.766 495.927 0
262.813 544.538 0
254 573.806 0
231.643 511.54 0
190.062 558.639 0
256.807 569.382 0
228.168 513.586 0
250.255 579.695 0
225.209 507.39 0
263.447 547.793 0
256.81 560.312 0
193.473 573.328 0
247.168 504.51 0
225.849 501.141 0
245.354 509.255 0
235.876 587.862 0
208.609 507.196 0
246.117 583.653 0
250.753 511.709 0
207.97 585.244 0
265.47 515.706 0
187.537 561.438 0
259.663 547.228 0
227.433 503.083 0
241.908 578.428 0
204.142 575.92 0
185.935 539.429 0
195.642 517.446 0
204.236 579.687 0
230.79 504.433 0
233.941 498.4 0
260.499 579.103 0
223.318 594.989 0
256.421 573.294 0
188.335 570.516 0
235.246 509.828 0
239.889 589.47 0
248.648 507.253 0
216.204 505.536 0
242.699 511.203 0
255.486 583.434 0
261.335 527.247 0
184.724 558.188 0
251.245 512.021 0
188.498 574.528 0
264.358 525.71 0
244.936 586.717 0
226.018 593.045 0
233.847 590.77 0
252.455 585.743 0
253.158 580.259 0
190.165 565.517 0
194.728 524.291 0
201.645 508.235 0
187.188 555.411 0
216.728 492.253 0
266.839 533.133 0
256.252 510.008 0
243.584 589.934 0
197.539 507.066 0
258.11 576.032 0
196.234 570.786 0
188.294 553.113 0
183.893 560.737 0
227.046 596.562 0
212.803 593.493 0
202.792 503.234 0
200.686 503.928 0
253.626 519.65 0
256.711 513.865 0
197.352 582.641 0
263.833 551.195 0
219.592 595.91 0
212.113 586.988 0
262.182 579.71 0
198.728 519.913 0
197.441 542.092 0
268.665 544.682 0
210.495 589.13 0
265.939 545.811 0
249.626 586.479 0
263.285 577.541 0
263.839 568.659 0
186.04 571.566 0
259.556 508.979 0
204.53 586.983 0
263.413 543.038 0
215.233 594.556 0
254.461 517.244 0
230.95 496.48 0
262.74 507.897 0
197.315 515.432 0
270.967 552.702 0
184.589 569.482 0
220.254 489.959 0
265.207 575.166 0
251.406 586.663 0
249.426 583.978 0
190.096 547.173 0
199.705 586.613 0
184.052 561.359 0
181.708 557.233 0
196.282 509.951 0
267.638 523.712 0
193.779 586.044 0
209.007 512.51 0
238.159 499.378 0
183.587 578.315 0
230.788 498.739 0
192.423 535.462 0
270.256 533.442 0
247.203 504.901 0
225.397 491.951 0
225.629 495.909 0
188.165 529.748 0
191.431 581.793 0
242.302 498.648 0
237.194 592.132 0
212.423 596.457 0
252.944 506.968 0
197.373 522.147 0
209.539 501.043 0
234.394 494.462 0
207.93 584.609 0
203.579 585.559 0
189.341 542.59 0
185.928 549.068 0
244.784 500.643 0
214.116 488.776 0
192.912 510.67 0
264.732 528.808 0
262.398 554.056 0
236.668 503.346 0
194.415 547.484 0
209.336 516.836 0
223.589 597.94 0
209.112 593.458 0
272.234 548.452 0
184.884 543.552 0
191.173 578.161 0
270.711 537.209 0
240.312 594.194 0
195.731 574.428 0
266.615 542.39 0
264.349 582.523 0
262.202 573.505 0
211.664 498.511 0
182.36 553.425 0
229.17 594.563 0
196.286 588.105 0
201.431 578 0
272.576 527.291 0
182.741 573.972 0
267.97 556.834 0
225.631 489.427 0
246.011 497.761 0
216.075 596.938 0
219.357 513.717 0
258.292 587.435 0
186.931 579.712 0
267.285 531.966 0
212.869 603.492 0
238.041 494.602 0
230.675 494.774 0
200.606 583.596 0
222.488 486.745 0
194.442 580.717 0
204.281 502.599 0
200.085 496.876 0
262.889 559.799 0
252.197 501.933 0
207.356 599.745 0
196.439 510.46 0
188.947 528.938 0
244.519 493.178 0
218.843 600.326 0
189.854 524.893 0
182.186 537.401 0
270.876 568.798 0
270.39 558.502 0
247.82 493.542 0
272.528 561.139 0
215.784 496.841 0
187.43 547.91 0
189.443 533.912 0
217.177 599.729 0
240.069 584.595 0
193.255 549.707 0
269.267 529.026 0
191.913 508.99 0
251.041 500.183 0
193.405 516.931 0
236.227 492.782 0
235.063 597.272 0
222.015 603.239 0
268.375 565.307 0
220.376 496.566 0
271.564 520.087 0
275.341 523.095 0
256.226 506.759 0
246.279 591.384 0
248.561 497.081 0
213.589 499.289 0
191.57 512.889 0
273.033 532.298 0
257.014 560.692 0
184.641 530.352 0
275.478 543.638 0
257.89 500.569 0
182.095 569.292 0
234.884 488.231 0
276.732 517.42 0
240.364 495.274 0
228.265 600.738 0
216.109 483.796 0
180.313 565.439 0
244.709 580.682 0
276.7 514.878 0
267.416 552.142 0
242.031 598.537 0
192.173 519.829 0
266.799 524.665 0
188.388 506.248 0
205.167 495.083 0
193.07 506.391 0
219.392 485.023 0
209.076 493.932 0
272.508 543.781 0
182.043 561.135 0
185.15 582.143 0
268.985 575.551 0
185.484 565.713 0
207.835 597.376 0
205.908 493.213 0
261.805 518.071 0
241.457 492.169 0
224.411 604.999 0
217.03 603.075 0
217.221 482.189 0
264.809 511.705 0
180.382 550.676 0
267.467 574.13 0
179.921 543.268 0
185.291 586.269 0
249.979 588.003 0
222.894 486.489 0
204.06 599.712 0
198.663 500.27 0
186.601 541.337 0
207.54 497.389 0
181.597 562.238 0
273.459 553.009 0
258.554 566.043 0
180.321 557.679 0
205.161 488.65 0
253.951 502.221 0
270.542 524.905 0
234.981 484.21 0
275.071 553.068 0
279.254 549.819 0
277.884 536.049 0
270.176 537.963 0
240.002 599.252 0
203.762 487.777 0
262.417 562.823 0
183.356 581.168 0
235.413 489.536 0
178.324 536.766 0
178.113 551.16 0
249.225 593.723 0
238.089 485.746 0
184.097 531.693 0
228.697 588.558 0
246.491 502.837 0
256.666 590.36 0
190.177 503.402 0
180.409 533.673 0
226.733 605.385 0
177.36 530.903 0
259.108 581.103 0
177.233 551.915 0
186.027 525.909 0
230.851 488.199 0
203.687 602.421 0
261.339 505.32 0
251.452 592.353 0
188.442 507.995 0
274.129 508.502 0
250.529 497.598 0
177.852 545.738 0
271.765 565.377 0
275.049 558.358 0
214.629 607.876 0
194.993 529.61 0
222.359 596.946 0
223.467 483.487 0
187.447 523.44 0
265.82 570.814 0
233.637 599.524 0
195.726 501.511 0
223.296 481.18 0
267.075 512.255 0
241.385 487.27 0
273.325 570.308 0
176.656 561.312 0
225.995 481.949 0
276.529 547.831 0
226.642 479.986 0
174.879 557.37 0
190.715 586.881 0
187.916 500.926 0
264.919 561.613 0
179.265 527.103 0
228.773 484.926 0
236.602 599.305 0
262.362 566.089 0
271.758 574.567 0
185.276 509.076 0
225.412 601.823 0
195.225 495.583 0
188.222 583.85 0
225.401 473.748 0
220.34 607.91 0
179.211 576.158 0
279.027 546.342 0
200.93 542.085 0
205.043 592.625 0
184.971 503.276 0
227.58 494.917 0
168.425 554.341 0
230.331 482.275 0
260.996 590.85 0
255.331 564.962 0
251.241 504.808 0
277.896 528.794 0
199.424 495.294 0
178.84 540.465 0
209.321 603.632 0
234.461 481.696 0
206.449 607.915 0
278.218 559.072 0
229.513 607.457 0
183.475 574.599 0
220.134 478.706 0
279.648 515.722 0
253.197 598.071 0
276.082 573.662 0
249.305 591.577 0
255.206 497.405 0
275.208 564.312 0
245.873 600.416 0
173.901 561.244 0
206.145 605.688 0
279.615 509.216 0
266.919 509.671 0
176.149 538.71 0
198.711 589.813 0
188.255 518.916 0
224.472 609.952 0
182.999 507.287 0
216.09 476.993 0
240.887 481.483 0
202.181 594.118 0
242.857 486.645 0
184.758 495.102 0
269.385 505.296 0
259.756 512.697 0
203.92 499.463 0
192.636 499.761 0
277.267 542.334 0
177.083 567.161 0
264.331 587.389 0
186.58 514.378 0
171.298 557.326 0
231.009 479.147 0
280.446 522.564 0
174.863 565.13 0
232.782 477.62 0
198.22 496.033 0
242.127 602.111 0
172.224 568.355 0
187.451 589.092 0
268.523 560.613 0
280.923 538.81 0
259.556 585.938 0
180.556 525.226 0
284.612 537.876 0
168.795 560.024 0
271.756 516.958 0
265.454 588.391 0
188.826 577.711 0
236.383 480.63 0
275.002 566.059 0
225.594 612.24 0
277.854 568.897 0
201.085 594.904 0
197.927 597.462 0
221.62 475.052 0
282.728 557.821 0
169.37 548.667 0
275.854 530.986 0
283.015 543.012 0
274.35 536.972 0
272.745 528.272 0
179.295 554.678 0
201.31 597.392 0
267.028 566.238 0
238.787 596.631 0
212.571 484.318 0
182.612 524.565 0
173.306 535.448 0
272.985 502.397 0
283.567 562.017 0
183.842 510.118 0
220.414 615.247 0
178.026 504.514 0
213.348 481.416 0
184.5 492.411 0
179.837 499.458 0
172.845 553.042 0
170.273 538.404 0
263.759 504.267 0
257.802 600.715 0
282.055 531.773 0
201.476 599.948 0
254.599 559.754 0
278.485 526.851 0
183.065 519.089 0
195.348 592.689 0
179.956 529.219 0
253.247 602.828 0
276.356 579.235 0
228.468 469.238 0
206.556 487.165 0
281.944 570.007 0
217.661 612.337 0
274.335 512.506 0
175.017 532.64 0
178.732 571.517 0
227.036 609.103 0
243.08 485.066 0
194.03 591.482 0
274.713 575.761 0
183.927 515.506 0
254.018 594.887 0
207.696 611.641 0
165.768 550.476 0
168.286 537.08 0
270.631 507.863 0
202.663 606.995 0
272.588 521.57 0
179.194 586.408 0
180.939 494.24 0
280.733 527.461 0
215.537 614.968 0
254.224 492.855 0
186.295 516.365 0
245.74 605.857 0
240.301 605.371 0
188.317 591.811 0
205.755 614.137 0
175.318 578.883 0
257.701 602.678 0
268.242 579.095 0
196.171 601.908 0
259.272 592.896 0
250.235 489.076 0
269.612 584.895 0
256.26 489.763 0
174.666 551.16 0
278.351 562.575 0
216.848 606.581 0
184.808 592.319 0
250.94 494.766 0
221.278 613.332 0
249.802 598.484 0
178.9 582.917 0
244.058 594.64 0
281.506 578.079 0
169.066 533.903 0
180.598 592.993 0
246.154 487.794 0
277.242 505.859 0
182.674 487.395 0
175.719 523.332 0
166.28 543.472 0
260.194 593.654 0
216.447 473.197 0
179.019 522.239 0
267.36 584.937 0
235.927 605.517 0
212.907 477.676 0
276.251 584.917 0
244.7 481.025 0
233.798 604.814 0
231.624 607.657 0
278.182 572.348 0
177.864 509.053 0
198.019 488.565 0
180.285 589.441 0
211.427 490.982 0
272.293 581.258 0
277.952 502.418 0
177.728 518.139 0
182.409 510.2 0
179.042 515.015 0
200.128 606.899 0
178.736 490.784 0
272.508 547.692 0
237.286 477.862 0
184.506 502.414 0
280.752 503.932 0
277.154 498.793 0
225.736 614.19 0
170.382 551.026 0
196.291 610.747 0
192.034 593.47 0
210.982 482.838 0
213.957 469.115 0
250.377 597.046 0
198.336 602.16 0
284.316 535.153 0
187.984 498.803 0
161.996 553.012 0
178.717 577.788 0
162.092 553.521 0
188.435 494.641 0
170.897 566.459 0
245.685 485.268 0
196.129 606.845 0
163.912 549.234 0
175.582 528.273 0
228.887 613.51 0
249.188 603.244 0
278.483 566.16 0
273.355 589.992 0
172.833 529.947 0
285.865 572.27 0
267.871 586.283 0
228.512 475.039 0
194.481 494.838 0
170.487 561.827 0
286.333 533.144 0
280.168 517.784 0
282.78 543.677 0
269.588 592.832 0
211.843 609.582 0
265.332 550.307 0
233.124 616.726 0
196.033 595.646 0
170.812 544.844 0
205.992 609.837 0
257.855 496.344 0
181.15 496.091 0
188.908 491.416 0
197.677 492.099 0
173.169 538.917 0
181.4 577.248 0
165.397 558.925 0
177.334 594.065 0
244.381 477.622 0
228.275 619.432 0
194.871 486.819 0
272.196 517.951 0
178.353 495.603 0
222.819 618.568 0
232.706 613.085 0
167.738 544.96 0
165.675 552.446 0
211.008 616.598 0
219.943 471.137 0
177.972 541.047 0
165.692 562.413 0
273.939 515.49 0
173.753 545.649 0
209.044 470.505 0
225.301 472.152 0
285.941 565.263 0
284.139 522.877 0
193.552 610.89 0
260.301 598.52 0
276.793 509.638 0
193.867 483.809 0
235.965 610.798 0
192.892 483.437 0
282.79 507.149 0
266.627 593.756 0
199.161 613.717 0
174.9 586.392 0
239.659 612.282 0
165.796 528.558 0
233.933 473.145 0
283.433 530.167 0
172.896 523.49 0
183.393 547.629 0
250.1 486.312 0
174.529 489.552 0
289.737 565.897 0
262.525 501.585 0
176.957 584.174 0
212.051 476.596 0
270.467 503.397 0
185.861 494.01 0
290.749 567.01 0
278.342 581.189 0
180.135 511.67 0
287.53 535.136 0
255.987 606.515 0
197.129 613.269 0
239.488 619.17 0
266.84 499.624 0
172.833 544.133 0
161.973 561.879 0
241.157 501.332 0
167.977 525.93 0
234.475 620.01 0
188.712 595.748 0
274.054 582.901 0
276.496 583.72 0
286.267 504.682 0
162.387 559.426 0
282.651 513.537 0
230.818 609.846 0
240.82 479.147 0
215.809 617.141 0
215.502 614.637 0
192.026 479.567 0
254.958 485.849 0
161.09 567.17 0
175.625 588.964 0
161.474 528.818 0
173.637 501.322 0
173.934 574.432 0
203.37 589.972 0
175.509 600.825 0
238.147 608.587 0
174.691 592.584 0
200.027 618.779 0
185.24 600.076 0
246.992 480.676 0
274.336 594.043 0
190.213 489.536 0
258.393 500.012 0
191.056 606.589 0
263.298 596.97 0
173.738 584.129 0
172.016 588.103 0
165.325 547.57 0
174.413 519.635 0
238.575 474.721 0
185.217 487.37 0
155.662 556.404 0
240.59 475.943 0
207.793 472.569 0
272.909 498.011 0
207.157 481.493 0
247.641 589.589 0
285.078 558.258 0
190.464 486.786 0
288.427 525.16 0
268.091 595.137 0
284.438 516.779 0
210.767 619.189 0
285.839 560.181 0
163.281 536.632 0
249.322 485.159 0
191.576 599.328 0
172.926 597.909 0
158.765 554.178 0
221.686 622.827 0
277.679 594.066 0
207.235 622.024 0
226.116 621.378 0
159.947 556.563 0
288.318 558.914 0
276.961 592.098 0
203.589 482.792 0
205.903 470.002 0
177.041 507.131 0
280.538 585.783 0
241.345 609.589 0
155.932 562.974 0
203.585 477.939 0
288.269 528.411 0
203.988 617.937 0
196.549 599.047 0
176.638 572.699 0
241.411 617.013 0
168.675 519.789 0
284.151 531.92 0
170.594 572.87 0
199.715 478.536 0
272.359 596.871 0
172.536 593.448 0
190.831 603.136 0
168.024 587.671 0
211.28 614.416 0
166.754 576.121 0
186.443 483.73 0
211.4 464.988 0
179.736 599.65 0
222.141 483.211 0
228.895 466.142 0
289.67 568.687 0
279.517 548.028 0
167.826 516.222 0
156.728 553.337 0
173.467 509.592 0
189.222 613.799 0
186.036 607.352 0
289.17 539.544 0
290.048 533.908 0
231.544 462.507 0
178.098 590.863 0
285.389 554.906 0
281.803 556.101 0
272.179 493.161 0
175.361 504.042 0
284.64 567.859 0
276.448 550.474 0
264.797 502.645 0
219.778 625.325 0
216.154 625.628 0
286.784 519.771 0
170.014 493.262 0
174.544 601.552 0
171.397 493 0
185.319 596.764 0
173.305 576.511 0
265.989 494.231 0
185.573 520.597 0
163.584 522.498 0
260.934 493.506 0
285.056 541.841 0
222.328 468.679 0
268.337 496.115 0
160.645 540.602 0
186.881 611.514 0
181.099 595.367 0
174.054 523.653 0
197.985 482.821 0
276.417 496.541 0
256.511 551.577 0
163.622 527.305 0
175.994 515.895 0
271.629 488.318 0
168.028 527.468 0
291.028 571.294 0
252.192 490.672 0
235.12 618.696 0
165.39 556.658 0
244.709 613.144 0
187.637 600.109 0
260.198 501.452 0
189.384 481.809 0
160.266 534.375 0
207.814 479.365 0
285.098 585.603 0
176.614 602.196 0
171.921 520.175 0
223.466 478.075 0
280.014 497.961 0
270.379 507.107 0
211.635 463.106 0
231.573 470.248 0
268.42 491.729 0
277.222 579.077 0
187.336 597.407 0
158.469 552.823 0
254.324 609.346 0
200.278 474.978 0
282.858 518.711 0
207.338 627.23 0
165.062 514.228 0
171.694 597.522 0
202.958 471.731 0
200.296 610.675 0
265.725 491.302 0
175.544 605.533 0
173.505 502.91 0
169.325 508.858 0
276.39 490.429 0
271.769 596.409 0
215.574 621.525 0
273.613 500.918 0
293.406 559.027 0
285.936 548.684 0
267.247 521.879 0
170.889 489.388 0
159.169 544.673 0
281.03 579.682 0
260.465 608.126 0
173.43 500.111 0
290.313 526.132 0
285.062 546.03 0
170.891 496.783 0
171.522 504.006 0
237.918 469.781 0
169.103 536.037 0
180.662 602.642 0
188.808 478.353 0
291.342 569.703 0
188.819 616.76 0
166.082 592.423 0
191.782 474.091 0
183.462 604.593 0
284.306 498.965 0
247.615 474.795 0
283.598 580.809 0
168.018 523.115 0
199.186 481.395 0
213.794 610.305 0
171.305 603.03 0
156.333 547.008 0
281.575 592.516 0
162.199 541.987 0
259.938 488.597 0
168.029 584.35 0
246.359 617.583 0
281.791 572.405 0
165.182 566.074 0
175.143 519.763 0
281.847 552.167 0
168.442 593.514 0
243.989 620.256 0
201.59 478.028 0
171.313 606.355 0
170.814 568.427 0
168.079 602.927 0
247.034 476.965 0
263.798 598.692 0
158.195 541.052 0
248.787 470.577 0
194.036 602.42 0
201.4 618.012 0
276.512 587.626 0
166.222 602.447 0
193.952 621.777 0
243.367 471.963 0
201.482 622.424 0
253.172 476.804 0
212.205 626.616 0
288.962 563.035 0
180.063 488.087 0
214.608 463.488 0
192.942 613.05 0
288.052 546.088 0
206.705 626.122 0
296.833 529.264 0
178.525 498.671 0
269.587 485.034 0
279.566 586.939 0
153.558 542.54 0
294.925 540.393 0
251.075 473.116 0
257.579 478.05 0
207.947 464.538 0
168.056 503.119 0
191.532 482.343 0
206.526 620.071 0
176.864 608.638 0
154.773 545.072 0
182.663 610.483 0
287.805 498.577 0
242.659 478.21 0
292.253 554.742 0
256.298 613.72 0
229.757 621.243 0
190.442 610.655 0
283.375 495.214 0
251.02 607.189 0
153.749 550.693 0
161.48 517.101 0
257.557 488.662 0
230.788 625.357 0
159.719 566.044 0
151.007 549.848 0
194.216 618.607 0
278.534 588.243 0
286.044 513.049 0
247.399 608.378 0
261.69 603.588 0
252.438 611.608 0
296.868 541.926 0
207.462 468.038 0
224.303 463.336 0
209.39 616.238 0
169.343 578.77 0
160.127 570.232 0
157.563 526.455 0
237.254 620.39 0
205.05 476.016 0
153.096 553.751 0
283.288 590.512 0
283.427 592.563 0
284.627 576.87 0
150.071 554.815 0
151.951 558.75 0
182.319 607.463 0
176.753 510.885 0
286.246 497.797 0
164.816 519.793 0
291.763 517.271 0
249.908 615.238 0
239.848 469.343 0
229.486 460.489 0
165.396 598.366 0
295.175 560.885 0
181.447 614.987 0
254.134 482.47 0
257.128 604.664 0
181.877 479.37 0
280.486 599.71 0
180.947 617.371 0
253.321 465.829 0
288.436 512.904 0
235.582 626.625 0
198.096 470.34 0
281.728 597.598 0
164.603 571.448 0
148.54 548.521 0
226.613 623.586 0
286.964 591.084 0
268.219 488.762 0
256.234 472.818 0
157.421 534.225 0
167.252 573.627 0
156.304 539.234 0
289.345 573.504 0
210.65 624.302 0
293.14 542.154 0
158.161 536.34 0
265.671 484.459 0
174.304 495.288 0
204.134 629.506 0
179.218 614.853 0
284.232 599.561 0
235.598 630.693 0
147.448 547.895 0
162.951 596.205 0
230.518 469.344 0
201.394 627.108 0
242.386 466.756 0
233.163 467.46 0
230.088 618.55 0
164.237 581.517 0
297.948 526.8 0
288.298 595.286 0
275.78 600.546 0
289.734 521.658 0
159.349 517.774 0
178.795 605.334 0
231.428 456.877 0
287.107 490.509 0
164.148 572.881 0
200.016 620.98 0
211.943 626.886 0
164.55 579.129 0
292.31 535.724 0
264.098 602.467 0
257.996 469.859 0
162.705 507.501 0
234.434 465.082 0
160.041 574.641 0
292.732 509.627 0
259.918 612.903 0
202.643 467.976 0
189.397 620.918 0
239.301 464.877 0
243.123 624.488 0
210.164 458.771 0
163.966 486.985 0
272.539 600.815 0
271.141 606.267 0
195.501 468.2 0
160.342 578.299 0
285.754 488.48 0
176.092 485.27 0
223.314 627.82 0
195.637 470.875 0
281.615 501.663 0
224.875 624.947 0
185.953 620.729 0
174.557 488.094 0
163.156 535.76 0
289.822 549.754 0
253.298 617.232 0
260.273 474.223 0
227.147 629.794 0
240.524 465.687 0
291.708 500.213 0
271.537 603.975 0
257.057 478.941 0
245.977 470.181 0
200.292 629.908 0
219.364 623.318 0
288.629 502.467 0
182.496 485.202 0
188.644 484.765 0
156.952 564.596 0
170.839 484.618 0
208.643 632.323 0
291.389 517.205 0
211.177 501.761 0
159.97 523.85 0
288.701 485.167 0
236.623 635.148 0
160.441 513.753 0
276.813 605.255 0
288.664 552.667 0
257.571 616.992 0
292.248 544.921 0
260.475 483.03 0
234.241 624.595 0
150.512 542.453 0
202.765 633.743 0
164.493 499.996 0
239.377 632.316 0
248.024 468.303 0
195.387 633.179 0
