Forest height: 1000
639.65 916.098 0
777.521 921.857 0
787.74 969.009 0
764.927 941.69 0
783.45 996.232 0
745.429 894.884 0
755.102 890.044 0
639.146 936.608 0
771.232 935.153 0
772.684 965.276 0
762.022 952.065 0
780.889 978.952 0
786.011 910.387 0
637.626 938.115 0
632.562 954.698 0
783.044 927.644 0
627.415 971.612 0
796.561 984.39 0
627.315 924.379 0
653.683 940.771 0
633.62 964.403 0
670.911 886.529 0
797.201 982.574 0
751.017 900.696 0
633.639 938.398 0
693.958 876.64 0
763.805 910.359 0
669.195 904.673 0
698.829 881.545 0
659.978 944.821 0
623.096 931.928 0
630.15 955.685 0
771.372 907.443 0
663.055 932.534 0
740.585 872.813 0
759.505 880.216 0
729.984 889.655 0
754.517 888.116 0
789.513 987.641 0
774.683 951.179 0
705.806 870.753 0
756.245 898.768 0
645.898 946.251 0
634.741 906.367 0
729.668 867.719 0
665.841 893.438 0
648.74 995.808 0
633.262 965.205 0
789.399 935.401 0
762.447 956.908 0
649.25 912.397 0
625.413 950.416 0
684.969 873.848 0
792.176 928.848 0
653.964 905.664 0
784.258 919.078 0
739.357 887.778 0
771.185 895.596 0
675.309 883.456 0
783.564 936.279 0
780.502 964.676 0
640.272 1000.15 0
721.846 859.292 0
689.467 865.499 0
809.7 987.49 0
739.313 891.064 0
648.477 994.86 0
637.448 994.738 0
666.491 868.589 0
734.581 868.032 0
621.436 962.471 0
736.954 865.407 0
634.639 995.589 0
792.114 951.752 0
792.181 956.564 0
618.126 982.398 0
621.489 991.522 0
619.016 899.63 0
745.113 866.329 0
612.005 984.004 0
759.578 891.663 0
616.78 951.549 0
764.505 883.69 0
655.671 885.476 0
635.978 987.302 0
651.872 876.905 0
718.288 861.508 0
731.911 859.785 0
629.485 940.44 0
618.268 915.178 0
636.575 978.413 0
779.21 891.342 0
614.106 941.201 0
617.14 905.916 0
654.514 972.047 0
675.884 865.674 0
626.607 917.342 0
748.341 854.207 0
687.353 880.606 0
624.391 894.12 0
632.239 986.038 0
611.482 992.797 0
627.466 921.746 0
770.836 978.356 0
610.654 961.832 0
614.059 969.51 0
764.086 867.643 0
665.414 911.607 0
754.724 861.819 0
613.692 931.479 0
610.075 981.413 0
758.53 854.237 0
599.989 957.578 0
629.626 901.015 0
699.635 862.099 0
774.232 903.252 0
752.032 886.949 0
790.559 902.106 0
605.111 971.677 0
611.543 894.86 0
600.571 985.418 0
628.273 885.248 0
658.425 992.251 0
647.902 886.885 0
741.424 855.211 0
682.145 999.048 0
729.674 860.181 0
689.285 866.883 0
704.196 859.581 0
613.296 885.519 0
600.536 976.74 0
686.71 850.802 0
607.854 902.182 0
789.093 972.546 0
797.833 964.302 0
651.363 888.29 0
799.219 945.532 0
702.377 858.312 0
792.798 919.976 0
710.794 847.524 0
644.472 902.657 0
615.002 940.564 0
755.571 850.8 0
792.009 915.528 0
630.875 899.159 0
800.754 953.86 0
813.664 972.283 0
706.944 842.638 0
605.354 910.193 0
658.38 895.565 0
639.776 900.802 0
668.966 867.132 0
806.796 919.847 0
806.744 914.027 0
602.088 920.067 0
752.42 876.068 0
796.23 942.397 0
613.051 923.168 0
798.407 899.343 0
591.719 970.366 0
630.597 912.716 0
743.168 839.548 0
607.739 945.412 0
798.428 975.396 0
769.655 872.238 0
805.303 936.41 0
622.326 945.949 0
810.221 946.622 0
708.605 863.799 0
773.571 941.249 0
733.547 839.764 0
822.517 986.576 0
617.887 901.36 0
803.201 963.581 0
771.562 918.836 0
822.802 980.685 0
604.333 878.245 0
607.655 922.766 0
803.592 938.191 0
823.762 951.666 0
800.748 924.015 0
597.703 903.64 0
727.13 843.007 0
684.957 846.992 0
683.969 863.436 0
608.227 883.718 0
612.534 961.153 0
810.903 930.98 0
596.035 991.04 0
728.958 849.377 0
816.762 923.677 0
601.949 949.818 0
779.245 876.151 0
825.272 965.348 0
801.495 959.836 0
755.36 866.07 0
734.026 827.585 0
608.466 869.062 0
825.853 975.18 0
614.225 1000.32 0
816.88 926.226 0
663.311 871.491 0
669.153 851.539 0
810.762 913.031 0
599.93 894.211 0
611.736 916.635 0
785.236 901.844 0
817.238 933.995 0
720.206 848.193 0
813.631 961.779 0
651.048 885.441 0
632.273 883.897 0
711.236 827.045 0
596.215 895.982 0
596.707 936.477 0
593.475 917.06 0
595.302 953.49 0
582.022 904.532 0
630.102 877.273 0
643.126 884.848 0
745.098 860.549 0
746.573 881.706 0
821.674 910.384 0
811.279 903.563 0
658.643 864.622 0
585.25 979.632 0
623.682 984.817 0
639.866 869.723 0
618.019 886.55 0
622.167 999.384 0
827.213 948.957 0
827.984 939.5 0
808.256 994.238 0
627.043 874.916 0
656.727 869.66 0
589.179 965.465 0
596.908 967.53 0
786.002 873.753 0
595.009 921.35 0
831.792 981.685 0
584.288 990.859 0
703.181 846.82 0
743.431 846.581 0
813.135 898.523 0
833.348 953.793 0
593.23 885.538 0
642.602 878.908 0
751.648 837.327 0
717.705 829.317 0
613.192 873.838 0
780.454 867.919 0
591.459 931.71 0
823.788 917.25 0
586.294 905.894 0
595.931 1000.9 0
679.043 903.31 0
742.987 830.267 0
654.541 855.764 0
594.269 940.064 0
789.345 948.113 0
819.95 990.412 0
706.942 823.102 0
801.307 944.773 0
834.398 989.754 0
610.651 930.649 0
607.106 968.988 0
607.062 998.026 0
651.8 843.12 0
730.665 834.728 0
581.83 975.953 0
594.791 954.097 0
645.287 870.005 0
580.821 977.178 0
791.324 897.262 0
709.981 829.342 0
766.645 845.344 0
706.143 839.057 0
572.241 936.717 0
639.347 862.461 0
774.26 849.255 0
820.072 997.128 0
655.337 856.591 0
696.988 839.253 0
594.232 923.952 0
829.73 1001.24 0
671.524 887.289 0
820.513 966.99 0
767.665 878.037 0
580.201 918.813 0
715.106 818.079 0
835.415 941.481 0
838.57 914.823 0
831.795 950.078 0
837.114 974.212 0
694.192 825.352 0
710.747 813.173 0
728.228 817.133 0
672.418 843.136 0
615.619 877.091 0
700.266 807.407 0
815.657 963.469 0
683.639 836.063 0
749.366 810.599 0
834.344 905.772 0
833.957 935.199 0
578.594 925.366 0
817.052 954.7 0
570.244 1000.8 0
614.096 856.448 0
750.272 822.492 0
586.639 947.806 0
737.735 814.876 0
762.077 806.575 0
719.351 851.578 0
837.691 917.511 0
597.76 862.478 0
574.187 948.678 0
683.98 843.33 0
626.842 866.491 0
720.441 814.842 0
815.688 900.779 0
780.696 885.181 0
788.221 888.784 0
813.777 892.419 0
675.177 827.646 0
723.245 836.909 0
815.144 926.797 0
576.508 919.239 0
574.139 928.497 0
760.756 851.304 0
592.862 923.184 0
716.539 805.672 0
763.448 827.208 0
571.203 902.184 0
601.048 892.843 0
623.295 863.885 0
847.521 902.22 0
723.822 806.992 0
570.285 927.752 0
773.663 847.055 0
590.159 876.534 0
694.974 823.524 0
579.483 896.099 0
567.834 925.175 0
776.576 882.983 0
565.261 991.997 0
741.828 834.72 0
579.884 999.195 0
579.686 962.799 0
758.283 834.231 0
603.887 855.2 0
800.541 894.724 0
576.773 911.654 0
675.102 851.333 0
667.177 838.699 0
559.57 914.671 0
794.262 871.743 0
820.108 894.478 0
712.279 808.394 0
643.37 843.069 0
751.018 827.572 0
583.286 876.701 0
569.361 955.481 0
687.164 836.07 0
843.387 958.915 0
737.934 800.321 0
639.645 857.842 0
566.067 941.666 0
577.45 961.06 0
816.234 975.912 0
562.43 917.774 0
776.083 835.492 0
613.614 866.504 0
848.564 940.217 0
574.98 960.301 0
649.346 860.735 0
669.043 814.495 0
661.663 838.291 0
766.478 864.816 0
611.524 986.139 0
814.425 960.149 0
669.744 830.113 0
577.255 983.962 0
807.749 884.557 0
770.099 825.687 0
662.18 816.469 0
564.595 965.087 0
736.319 803.681 0
847.304 928.875 0
654.879 848.82 0
854.201 960.755 0
720.176 791.705 0
668.268 842.442 0
784.285 836.498 0
567.86 910.964 0
583.099 959.477 0
560.517 942.823 0
575.835 904.411 0
791.167 881.778 0
575.254 897.217 0
775.702 854.023 0
758.962 816.43 0
576.175 885.927 0
697.151 809.886 0
779.091 862.689 0
782.043 824.814 0
699.233 801.486 0
589.405 851.458 0
564.886 990.562 0
853.655 950.357 0
655.541 833.865 0
563.474 929.271 0
679.023 824.499 0
594.795 841.122 0
840.477 918.443 0
780.278 856.918 0
551.448 919.688 0
629.674 865.797 0
844.619 990.607 0
632.355 856.77 0
570.06 935.361 0
579.199 977.58 0
807.531 885.001 0
562.025 903.749 0
864.086 947.871 0
646.091 836.576 0
784.424 843.822 0
857.716 958.046 0
852.103 927.894 0
800.967 875.705 0
558.096 930.6 0
619.073 848.253 0
816.877 885.262 0
743.55 805.45 0
579.893 877.028 0
849.336 933.666 0
577.139 943.109 0
833.407 933.859 0
842.766 959.651 0
834.238 881.098 0
870.1 951.691 0
563.673 974.402 0
830.86 893.803 0
771.429 809.678 0
655.17 833.329 0
663.128 813.178 0
791.057 841.765 0
598.146 846.019 0
644.433 842.047 0
859.495 963.135 0
779.927 820.346 0
881.812 953.227 0
861.829 926.003 0
741.893 814.203 0
555.113 896.395 0
609.115 841.364 0
834.766 901.488 0
553.845 942.397 0
566.24 984.713 0
554.573 988.777 0
634.612 829.641 0
589.998 840.736 0
587.759 866.102 0
645.449 827.153 0
717.678 847.917 0
633.202 837.886 0
547.568 990.075 0
782.363 836.533 0
556.845 955.549 0
627.872 836.267 0
760.079 842.105 0
606.65 850.677 0
650.526 812.956 0
848.004 915.479 0
840.266 893.458 0
852.37 941.813 0
634.29 822.745 0
600.655 841.743 0
790.883 863.02 0
586.298 861.165 0
831.322 879.479 0
766.988 817.364 0
665.924 803.455 0
635.245 817.825 0
597.483 833.462 0
815.157 872.079 0
642.505 818.026 0
612.402 823.906 0
827.104 872.151 0
847.698 901.2 0
548.104 987.757 0
684.523 806.326 0
558.819 895.522 0
578.024 951.463 0
645.815 809.802 0
860.312 911.235 0
611.969 860.149 0
802.756 863.437 0
852.612 885.368 0
737.381 797.571 0
847.738 977.522 0
828.394 957.535 0
548.125 910.278 0
675.563 821.18 0
624.487 847.892 0
864.766 938.921 0
877.796 949.035 0
860.493 909.438 0
874.784 962.592 0
603.927 834.763 0
734.466 796.554 0
728.875 790.676 0
807.277 869.53 0
616.331 829.745 0
541.4 897.601 0
766.173 801.764 0
841.098 885.707 0
569.173 874.44 0
780.343 803.709 0
845.211 988.459 0
565.595 892.819 0
857.66 977.928 0
709.901 799.853 0
555.328 971.694 0
785.771 815.88 0
707.885 793.731 0
823.851 861.208 0
880.589 941.278 0
787.049 812.163 0
868.967 928.415 0
851.521 983.368 0
545.642 982.432 0
634.878 825.223 0
542.089 1001.28 0
865.655 911.675 0
697.57 786.685 0
845.509 968.905 0
736.074 790.782 0
853.356 881.559 0
579.953 837.965 0
664.277 799.777 0
825.892 944.605 0
690.98 777.734 0
688.894 852.949 0
875.404 919.611 0
695.904 817.4 0
868.256 939.698 0
793.933 827.16 0
582.228 865.285 0
859.884 882.91 0
691.418 808.589 0
681.631 790.127 0
873.994 897.599 0
682.197 798.099 0
520.93 899.878 0
880.677 927.3 0
727.946 780.109 0
549.347 926.502 0
793.859 826.207 0
863.599 902.76 0
559.567 887.713 0
798.913 864.507 0
536.854 979.955 0
661.383 814.534 0
801.349 826.539 0
799.881 850.019 0
639.522 804.601 0
790.087 807.372 0
864.964 979.462 0
694.696 811.653 0
782.665 790.855 0
731.454 787.379 0
804.737 831.302 0
654.456 837.701 0
584.747 879.634 0
691.839 798.414 0
529.441 887.331 0
770.384 792.231 0
800.549 858.762 0
853.889 904.219 0
791.311 789.662 0
847.96 994.317 0
680.387 793.597 0
889.631 950.726 0
804.875 852.344 0
869.848 926.295 0
566.44 871.172 0
677.651 792.299 0
656.8 791.562 0
854.903 970.451 0
801.781 806.725 0
701.554 780.751 0
596.836 823.416 0
544.906 879.577 0
556.613 959.172 0
872.081 974.574 0
548.852 917.346 0
528.885 911.677 0
561.826 976.094 0
540.043 926.252 0
541.25 967.245 0
630.145 846.715 0
545.445 891.449 0
821.392 878.37 0
726.172 769.715 0
801.214 851.299 0
531.48 913.174 0
535.233 889.299 0
521.963 904.546 0
800.352 813.775 0
566.187 953.687 0
892.411 933.254 0
594.421 822.319 0
804.293 838.174 0
703.337 772.48 0
534.025 919.713 0
798.788 791.659 0
523.142 886.6 0
715.491 783.426 0
855.728 938.282 0
835.314 870.174 0
532.424 989.123 0
686.168 778.622 0
734.748 774.701 0
745.287 775.835 0
813.983 844.546 0
765.308 788.719 0
869.43 895.267 0
627.62 820.555 0
737.935 762.481 0
657.82 803.121 0
633.427 804.359 0
520.785 879.872 0
678.241 819.587 0
547.175 974.071 0
892.678 946.819 0
675.57 810.825 0
712.4 778.55 0
669.387 799.091 0
536.895 972.049 0
892.878 936.912 0
901.635 950.149 0
562.83 861.919 0
528.211 876.334 0
554.265 871.831 0
616.464 822.135 0
801.312 812.573 0
880.644 982.286 0
749.908 795.35 0
865.632 984.512 0
572.503 853.981 0
686.001 789.059 0
850.907 884.373 0
870.792 886.952 0
579.728 843.672 0
742.744 769.786 0
552.784 955.137 0
740.666 783.542 0
573.746 839.863 0
554.567 938.191 0
854.729 872.821 0
569.737 827.925 0
891.448 925.283 0
643.93 795.788 0
555.376 894.858 0
809.41 805.132 0
509.045 894.431 0
567.509 884.596 0
851.477 875.41 0
776.867 783.578 0
885.59 969.579 0
620.583 821.748 0
841.093 876.911 0
816.807 864.775 0
533.336 929.77 0
543.86 954.402 0
842.116 858.927 0
767.717 799.427 0
582.533 849.886 0
583.506 858.381 0
566.122 814.653 0
824.253 861.23 0
670.379 777.645 0
880.009 971.698 0
527.76 878.849 0
567.176 851.061 0
869.659 987.547 0
798.278 802.186 0
546.51 942.674 0
783.386 782.289 0
555.098 872.88 0
545.082 931.325 0
808.058 857.013 0
595.449 809.64 0
578.518 819.553 0
885.185 960.518 0
862.3 992.886 0
756.607 805.489 0
566.083 833.378 0
817.039 813.517 0
866.701 870.813 0
821.356 857.634 0
625.823 801.754 0
878.621 912.937 0
522.945 913.458 0
812.739 836.28 0
620.947 808.017 0
525.849 934.462 0
866.717 987.476 0
711.615 766.524 0
833.279 854.446 0
503.67 894.194 0
640.528 797.796 0
505.211 899.714 0
856.775 864.178 0
813.356 839.002 0
541.591 881.577 0
547.023 886.943 0
750.313 789.893 0
726.68 764.493 0
891.706 910.346 0
628.62 788.98 0
853.191 990.988 0
522.613 988.099 0
541.664 866.064 0
526.362 942.957 0
849.863 866.118 0
533.906 859.657 0
686.493 771.427 0
880.044 992.284 0
850.482 856.806 0
911.849 933.005 0
665.807 789.841 0
813.047 833.586 0
500.414 899.436 0
524.084 883.64 0
865.257 972.573 0
854.658 856.607 0
528.185 950.525 0
537.921 932.389 0
662.481 780.061 0
590.24 829.578 0
577.35 805.78 0
785.599 781.934 0
763.603 778.646 0
511.243 881.119 0
828.455 828.559 0
788.513 771.05 0
853.329 1001.24 0
816.461 848.09 0
607.171 812.344 0
612.002 837.688 0
891.796 945.546 0
524.766 871.508 0
519.834 926.997 0
576.996 852.313 0
548.229 951.151 0
765.361 784.262 0
879.191 873.637 0
887.248 904.541 0
564.714 837.892 0
666.602 777.256 0
554.031 850.942 0
846.665 986.362 0
844.037 851.031 0
829.349 851.716 0
604.285 805.241 0
665.353 777.311 0
563.668 826.704 0
842.208 943.255 0
564.811 801.855 0
744.809 760.03 0
559.173 855.956 0
614.418 818.491 0
887.081 901.24 0
522.634 958.26 0
816.349 781.748 0
851.761 839.116 0
896.595 973.466 0
535.497 953.224 0
862.267 848.549 0
542.256 877.878 0
889.85 972.756 0
869.881 1001.4 0
821.481 848.849 0
534.294 992.995 0
897.941 965.606 0
539.26 964.942 0
842.83 839.706 0
803.708 791.815 0
863.28 843.23 0
751.057 771.236 0
899.718 972.204 0
761.276 789.625 0
546.622 837.796 0
536.104 851.665 0
884.671 921.72 0
522.011 972.831 0
890.582 984.163 0
528.743 979.388 0
909.895 956.139 0
831.365 825.91 0
701.955 787.662 0
883.871 883.554 0
820.166 842.533 0
782.825 768.785 0
883.635 990.646 0
909.616 946.931 0
738.349 757.413 0
732.222 750.666 0
892.908 919.095 0
507.751 912.887 0
727.894 787.082 0
520.403 958.578 0
673.129 773.028 0
847.53 831.317 0
544.972 855.151 0
741.336 756.753 0
851.104 895.461 0
865.013 960.55 0
512.921 935.161 0
868.623 876.108 0
798.794 785.834 0
529.974 869.528 0
525.711 990.585 0
661.123 765.358 0
888.611 865.267 0
560.817 802.155 0
707.111 774.238 0
544.699 903.001 0
808.519 818.571 0
878.673 896.63 0
890.347 875.458 0
807.466 806.207 0
679.3 780.053 0
500.939 898.74 0
551.716 840.585 0
889.417 856.32 0
789.391 790.717 0
635.344 781.583 0
814.676 821.525 0
717.651 746.298 0
552.683 822.375 0
871.169 863.987 0
572.539 882.386 0
886.723 1007.74 0
674.421 767.238 0
670.321 756.578 0
896.931 882.092 0
528.05 975.746 0
654.873 785.036 0
907.711 890.044 0
776.342 767.698 0
685.173 761.19 0
704.351 757.42 0
593.252 796.189 0
719.423 755.143 0
731.3 777.214 0
798.423 778.341 0
819.243 814.965 0
767.796 760.1 0
694.569 748.252 0
661.805 762.24 0
900.849 1000.33 0
846.385 832.748 0
620.117 789.913 0
883.34 881.052 0
858.679 831.781 0
612.688 803.397 0
896.577 882.605 0
534.148 968.029 0
550.191 849.405 0
772.62 768.856 0
831.788 831.897 0
511.451 966.864 0
576.214 823.279 0
512.672 912.461 0
862.808 892.555 0
548.075 830.559 0
896.613 925.928 0
902.611 982.648 0
601.583 820.176 0
894.246 894.322 0
612.534 807.042 0
826.285 808.224 0
652.552 761.681 0
694.804 751.781 0
911.5 961.831 0
862.578 857.19 0
870.01 860.042 0
807.849 778.939 0
516.03 983.135 0
754.36 758.829 0
827.958 787.201 0
615.285 775.823 0
901.53 861.144 0
517.456 998.421 0
493.912 908.282 0
899.022 900.814 0
654.629 749.437 0
498.508 889.252 0
787.549 768.833 0
891.238 884.123 0
668.99 791.986 0
761.942 771.596 0
520.322 851.777 0
903.957 930.602 0
805.712 804.735 0
607.54 797.554 0
617.338 800.778 0
913.869 877.973 0
660.029 776.682 0
704.452 766.269 0
761.67 761.433 0
719.117 766.253 0
719.941 741.865 0
662.462 751.877 0
714.891 742.195 0
513.823 926.864 0
562.243 808.245 0
747.354 749.616 0
758.072 779.929 0
694.189 767.844 0
920.38 967.916 0
644.871 772.914 0
910.336 969.044 0
754.321 752.437 0
901.817 888.997 0
889.238 859.794 0
814.917 804.685 0
840.028 838.751 0
823.602 803.082 0
925.74 948.07 0
561.209 795.212 0
676.051 761.191 0
914.783 948.327 0
803.559 765.616 0
648.032 791.85 0
588.191 808.061 0
580.219 797.374 0
742.129 751.866 0
907.73 906.353 0
918.354 901.444 0
920.204 909.316 0
490.834 893.741 0
650.545 786.347 0
547.506 1005.3 0
899.279 908.285 0
483.302 918.241 0
914.4 911.92 0
831.801 814.697 0
645.298 758.906 0
555.86 1003.51 0
603.357 791.234 0
833.786 811.422 0
916.434 983.611 0
690.601 749.608 0
556.852 808.313 0
549.637 859.679 0
839.053 808.948 0
782.772 759.41 0
517.869 988.389 0
765.758 751.453 0
600.594 810.393 0
587.543 782.451 0
498.768 913.525 0
865.423 851.133 0
629.227 780.293 0
906.287 919.753 0
713.317 753.334 0
510.479 854.68 0
906.273 965.609 0
920.504 990.566 0
738.023 737.408 0
771.419 765.497 0
892.062 842.512 0
489.198 885.931 0
704.237 754.211 0
667.988 750.651 0
929.934 936.575 0
895.116 873.094 0
509.94 991.742 0
840.219 811.899 0
915.351 924.747 0
846.461 821.741 0
893.651 859.943 0
907.85 970.155 0
861.86 827.53 0
871.611 841.609 0
515.096 967.052 0
584.266 783.155 0
485.752 892.651 0
508.742 998.172 0
506.851 912.387 0
502.487 867.796 0
827.662 798.031 0
927.246 961.15 0
507.275 965.005 0
636.887 784.132 0
498.933 983.971 0
574.894 772.586 0
692.137 772.567 0
929.01 986.237 0
773.795 741.71 0
920.015 896.952 0
865.576 834.453 0
573.678 808.408 0
637.314 766.207 0
736.101 745.547 0
778.287 751.442 0
477.118 906.656 0
706.864 728.704 0
509.105 865.074 0
502.72 974.65 0
511.593 944.796 0
928.421 997.868 0
675.65 752.968 0
572.562 791.871 0
622.485 774.719 0
643.821 747.813 0
795.258 758.703 0
584.716 789.647 0
522.571 857.314 0
905.086 871.903 0
788.966 748.64 0
903.013 938.858 0
929.808 943.397 0
770.697 743.929 0
555.139 796.198 0
909.724 853.252 0
784.38 745.399 0
496.656 979.624 0
505.433 922.042 0
761.065 740.736 0
760.696 748.184 0
542.95 846.558 0
512.211 871.313 0
500.544 876.688 0
503.14 962.958 0
622.635 759.974 0
874.457 836.252 0
571.098 774.949 0
884.001 842.84 0
727.616 727.735 0
503.762 930.02 0
546.199 804.214 0
923.262 880.948 0
697.032 747.903 0
543.436 823.37 0
846.054 820.087 0
925.209 923.66 0
927.99 886.036 0
520.143 945.854 0
537.71 844.436 0
545.796 792.196 0
607.795 775.937 0
870.763 820.523 0
932.146 900.247 0
492.729 964.057 0
930.624 910.421 0
624.746 739.114 0
928.081 918.717 0
718.305 730.492 0
817.357 776.333 0
937.272 920.881 0
702.367 732.214 0
655.111 735.318 0
753.485 744.172 0
485.852 916.543 0
632.11 773.723 0
665.413 740.742 0
491.244 950.041 0
497.408 992.78 0
745.903 736.331 0
703.818 747.263 0
779.057 745.724 0
902.015 835.408 0
855.127 816.609 0
692.647 731.76 0
569.294 785.867 0
709.37 727.186 0
704.058 724.226 0
514.266 948.149 0
597.878 773.137 0
784.855 735.686 0
599.921 785.239 0
502.124 930.588 0
619.22 783.774 0
899.901 848.245 0
496.983 991.059 0
490.42 927.063 0
478.676 885.087 0
922.774 967.342 0
929.344 897.684 0
653.337 722.606 0
919.299 943.515 0
907.126 864.713 0
567.194 794.921 0
538.378 816.075 0
510.941 942.763 0
685.932 726.741 0
470.052 915.717 0
658.456 738.97 0
914.405 877.736 0
508.485 940.556 0
481.028 956.777 0
937.987 999.398 0
933.326 938.498 0
548.061 778.475 0
908.512 1001.95 0
919.858 930.83 0
524.926 842.898 0
889.924 852.866 0
531.412 934.669 0
474.927 901.931 0
924.976 848.267 0
873.138 843.741 0
849.811 805.715 0
481.292 949.671 0
938.668 913.035 0
752.915 731.853 0
880.476 830.111 0
860.855 807.677 0
801.033 753.934 0
469.864 918.435 0
533.105 817.702 0
584.604 803.134 0
496.298 869.757 0
584.085 764.539 0
606.433 788.392 0
548.835 786.708 0
509.906 945.605 0
489.71 879.761 0
920.052 852.045 0
885.032 836.721 0
496.194 944.12 0
764.71 726.692 0
919.98 986.267 0
556.014 779.093 0
543.275 809.985 0
543.627 799.233 0
488.155 983.539 0
659.301 746.236 0
894.521 993.217 0
488.485 925.668 0
489.769 993.469 0
611.76 733.792 0
939.958 944.439 0
943.78 994.468 0
531.272 840.254 0
541.605 787.331 0
804.409 768.913 0
615.575 766.975 0
644.094 743.549 0
533.621 793.63 0
548.741 783.797 0
869.949 808.474 0
937.328 939.454 0
545.501 769.672 0
904.833 883.001 0
536.305 809.316 0
527.867 834.57 0
632.992 753.907 0
495.572 917.592 0
626.549 747.437 0
530.356 782.101 0
517.078 838.218 0
760.335 736.742 0
513.44 949.774 0
480.993 909.934 0
906.474 847.651 0
814.282 842.473 0
659.42 729.764 0
907.8 990.184 0
675.926 735.06 0
540.153 819.241 0
907.001 849.408 0
528.591 787.521 0
893.91 825.062 0
468.382 908.391 0
627.206 763.13 0
461.982 880.588 0
911.067 868.226 0
498.142 993.219 0
615.765 750.583 0
576.523 763.012 0
927.244 866.702 0
672.353 743.819 0
538.477 835.086 0
683.8 738.331 0
604.022 766.714 0
726.224 721.81 0
772.699 736.025 0
